,0
2735,energy drink
2736,"chocolate,energy drink"
2737,
2738,"butter,oil,chocolate,cookies"
2739,"shrimp,tomatoes,ground beef,spaghetti,avocado,meatballs,almonds,fromage blanc,frozen smoothie,pancakes,green tea"
2740,"french wine,eggs,whole weat flour,french fries,champagne,yogurt cake,tomato juice,fresh bread"
2741,
2742,
2743,
2744,"tomato sauce,spaghetti,soup"
2745,
2746,"pancakes,cake,chocolate,low fat yogurt"
2747,pancakes
2748,ketchup
2749,"honey,french fries"
2750,strawberries
2751,"tomatoes,spaghetti,pancakes,cooking oil,escalope,low fat yogurt"
2752,"spaghetti,escalope,cookies,sandwich,pancakes,low fat yogurt,mint"
2753,"avocado,french fries,escalope"
2754,"ground beef,spaghetti,avocado,whole wheat rice,rice,cooking oil,chocolate,frozen smoothie,mushroom cream sauce"
2755,
2756,
2757,magazines
2758,"frozen vegetables,milk,butter,pancakes,barbecue sauce,eggplant"
2759,"avocado,milk,pancakes,oil,frozen smoothie"
2760,"shrimp,ground beef,chocolate,french fries,frozen smoothie,mint"
2761,
2762,"eggs,champagne,frozen smoothie"
2763,
2764,"spaghetti,honey,low fat yogurt"
2765,"eggs,yogurt cake,light mayo"
2766,"ground beef,mineral water,chocolate,milk,french fries,low fat yogurt"
2767,"ham,whole wheat pasta,spaghetti,mineral water,chocolate,milk,fromage blanc,strong cheese,honey,cooking oil,energy drink"
2768,"ham,spaghetti,salmon,eggs"
2769,"whole wheat rice,blueberries,green tea,salt"
2770,"spaghetti,milk,pancakes,gums,low fat yogurt"
2771,"spaghetti,eggs,eggplant,pancakes"
2772,energy drink
2773,"red wine,frozen vegetables,tomatoes,spaghetti,mineral water,meatballs,milk,muffins,eggs,cake,frozen smoothie"
2774,"flax seed,antioxydant juice,mayonnaise,green tea"
2775,"mineral water,cooking oil,chicken"
2776,"mineral water,brownies"
2777,"pancakes,cake"
2778,
2779,
2780,low fat yogurt
2781,"cookies,champagne"
2782,"shrimp,frozen vegetables,tomatoes,tomato sauce,spaghetti,mineral water,milk,cider,whole wheat rice,clothes accessories,frozen smoothie"
2783,"mineral water,cooking oil,hot dogs"
2784,"chocolate,escalope,brownies"
2785,"frozen vegetables,energy bar,french wine,brownies,pancakes,yogurt cake,energy drink"
2786,"salmon,fresh bread,low fat yogurt,mint"
2787,"nonfat milk,burger sauce"
2788,"pancakes,magazines"
2789,"butter,eggs,whole wheat rice,cake,chocolate"
2790,
2791,"tomatoes,ground beef,spaghetti,mineral water,soup,pancakes,bug spray,burger sauce,oil,cooking oil,corn,green tea,escalope,low fat yogurt"
2792,"yams,mineral water,whole wheat rice,chocolate,low fat yogurt"
2793,
2794,"ground beef,almonds,yogurt cake,energy drink,fresh bread,green tea"
2795,"chocolate,grated cheese,shrimp,ground beef,mineral water,milk,whole wheat rice,mint green tea,melons"
2796,
2797,"butter,french fries"
2798,"herb & pepper,ground beef,mineral water,chicken,antioxydant juice,low fat yogurt"
2799,eggs
2800,
2801,
2802,"fresh tuna,parmesan cheese,spaghetti,butter,vegetables mix,spinach,eggs,brownies,pancakes,light mayo"
2803,"burgers,grated cheese,almonds,cake,cooking oil,low fat yogurt"
2804,
2805,"mineral water,milk,muffins,light cream,cooking oil,extra dark chocolate"
2806,
2807,"grated cheese,shrimp,spaghetti,pancakes,cake,ketchup,carrots,french fries,low fat yogurt"
2808,"mineral water,butter,eggs,chicken,cookies,green tea"
2809,cake
2810,"shrimp,tomatoes,ground beef,spaghetti,cake,light cream,cookies,mushroom cream sauce,honey"
2811,
2812,"cooking oil,escalope"
2813,"olive oil,muffins,eggs,chocolate,pancakes,salt"
2814,"whole wheat pasta,spaghetti,chocolate,soup,butter,french wine,pancakes,eggs"
2815,
2816,french fries
2817,"spaghetti,mineral water,olive oil,eggs,cooking oil,french fries,green tea"
2818,"black tea,eggs,cake"
2819,"frozen vegetables,ground beef,spaghetti,mineral water,olive oil,chutney,salmon,chili,cereals,strawberries"
2820,"hot dogs,white wine,mayonnaise"
2821,ground beef
2822,
2823,
2824,"spaghetti,olive oil,energy bar,french wine,chicken,light cream,whole weat flour,french fries,cottage cheese"
2825,"spaghetti,chocolate bread,french fries,hot dogs,low fat yogurt"
2826,"spaghetti,avocado,cake,brownies,salt"
2827,"soup,gums,extra dark chocolate,french fries"
2828,
2829,
2830,"spaghetti,olive oil,green beans,mint green tea,chocolate,mushroom cream sauce"
2831,"whole wheat pasta,spaghetti,mineral water,milk,pancakes,eggs,cake,cooking oil"
2832,"mineral water,milk,olive oil,eggs,extra dark chocolate"
2833,"ham,eggs,cookies,sparkling water,brownies,green tea"
2834,"eggplant,french fries,escalope,strawberries,toothpaste"
2835,"burgers,yams,flax seed"
2836,"vegetables mix,blueberries,escalope,cottage cheese"
2837,"meatballs,milk,antioxydant juice,french fries,fresh bread"
2838,
2839,
2840,
2841,"eggs,cottage cheese"
2842,
2843,"pepper,tomato sauce,spaghetti,milk,olive oil,frozen smoothie"
2844,escalope
2845,"ground beef,green tea"
2846,
2847,
2848,"energy bar,frozen smoothie,protein bar,asparagus"
2849,
2850,"mineral water,almonds"
2851,"whole wheat pasta,spaghetti,mineral water,milk,olive oil,salmon,green tea,chocolate,french fries,hot dogs,cottage cheese,energy drink"
2852,"mineral water,milk,black tea,chicken,frozen smoothie,fresh bread,green tea"
2853,"spaghetti,mineral water,chocolate,milk,light cream,oil,corn"
2854,"red wine,whole wheat pasta,butter,cereals,french fries,hot dogs,fresh bread"
2855,cake
2856,"cookies,brownies"
2857,
2858,"spaghetti,milk,honey,escalope,fresh bread,green tea"
2859,"chocolate,yogurt cake"
2860,
2861,
2862,
2863,
2864,energy drink
2865,"chocolate,soup,milk,olive oil,eggs,honey"
2866,"milk,french fries,cookies"
2867,"ground beef,chocolate,butter,eggs,green tea,french fries,escalope,mushroom cream sauce"
2868,french fries
2869,"spaghetti,mineral water,cider,chicken,french fries,escalope,mayonnaise"
2870,"rice,eggplant,escalope,mushroom cream sauce,brownies,pancakes"
2871,"fresh tuna,spaghetti,mineral water,soup,chicken,fromage blanc,spinach,cake"
2872,"mint green tea,french fries,yogurt cake"
2873,
2874,energy drink
2875,"chocolate,fresh bread"
2876,"avocado,butter,rice,energy drink,fresh bread,toothpaste"
2877,"ground beef,spaghetti,avocado,pancakes,cooking oil,cereals,french fries,toothpaste"
2878,"black tea,pancakes,cake,oil,extra dark chocolate,carrots,clothes accessories,green tea"
2879,"olive oil,flax seed,eggs,chocolate,french fries,escalope,energy drink"
2880,
2881,
2882,"spinach,honey,cake,cereals,chocolate,french fries,light mayo,green tea"
2883,"shrimp,green beans,green tea"
2884,"yogurt cake,low fat yogurt"
2885,"butter,pancakes,low fat yogurt"
2886,
2887,"cookies,green tea"
2888,"spaghetti,mineral water,energy drink,white wine"
2889,cooking oil
2890,
2891,"pancakes,energy drink"
2892,"cake,light cream,bug spray,burger sauce"
2893,whole wheat pasta
2894,
2895,"turkey,shrimp,frozen vegetables,tomato sauce,spaghetti,vegetables mix,green tea"
2896,"french fries,white wine"
2897,
2898,"mineral water,milk,almonds,eggs,green tea,french fries,cookies,energy drink"
2899,"tomatoes,spaghetti,chocolate,rice,cooking oil,french fries,brownies,green tea"
2900,
2901,antioxydant juice
2902,
2903,
2904,
2905,"cake,burger sauce"
2906,
2907,
2908,"parmesan cheese,pepper,spaghetti,milk,pancakes,oil,carrots,hot dogs,brownies,energy drink"
2909,champagne
2910,"ground beef,mineral water,milk,olive oil,pancakes,melons,green tea"
2911,"olive oil,green tea,strawberries,white wine"
2912,escalope
2913,
2914,
2915,
2916,
2917,
2918,"tomatoes,ground beef,spaghetti,cake,hot dogs,white wine"
2919,"tomatoes,spaghetti,mineral water,muffins,cake,mushroom cream sauce"
2920,
2921,"ground beef,yams,french fries,tomato juice"
2922,
2923,
2924,"frozen vegetables,tomatoes,milk,cake,cooking oil,cereals,antioxydant juice,chocolate,pancakes,energy drink,shampoo,fresh bread"
2925,energy drink
2926,"chocolate,french fries,cookies"
2927,
2928,
2929,"eggs,protein bar,salt"
2930,"frozen vegetables,tomatoes,spaghetti,mineral water,olive oil,salmon,green tea"
2931,"spaghetti,eggs,honey,escalope,mint"
2932,"carrots,chocolate,frozen smoothie,light mayo"
2933,energy drink
2934,
2935,"spaghetti,gums,french fries"
2936,"eggs,chocolate,french fries,yogurt cake"
2937,"champagne,frozen smoothie,cottage cheese,green tea"
2938,"spaghetti,cider,eggs,french fries,hot dogs,cottage cheese"
2939,"mineral water,muffins"
2940,"chicken,green tea,shallot"
2941,fresh bread
2942,"ham,mineral water,avocado,meatballs,olive oil,almonds,eggs,french fries,frozen smoothie"
2943,
2944,"grated cheese,frozen vegetables,spaghetti,milk,escalope,mushroom cream sauce,white wine"
2945,"burgers,fresh tuna,french wine,fromage blanc"
2946,cookies
2947,
2948,
2949,
2950,"ground beef,yams,olive oil,butter,mint green tea"
2951,"frozen smoothie,energy drink"
2952,whole weat flour
2953,"yams,mineral water,honey,pasta,gluten free bar"
2954,"champagne,pasta,strawberries,honey"
2955,"spaghetti,olive oil,honey"
2956,"honey,green tea,french fries,frozen smoothie,escalope,sandwich"
2957,"butter,cake,pancakes,fresh bread,green tea"
2958,pasta
2959,
2960,french fries
2961,"frozen vegetables,tomato sauce,mineral water,muffins,gluten free bar,light mayo,napkins,shampoo"
2962,champagne
2963,"chocolate,mashed potato,champagne,zucchini"
2964,"salmon,green tea,french fries,frozen smoothie,magazines"
2965,"herb & pepper,frozen vegetables,pepper,salmon,pancakes,honey,gums,chicken,extra dark chocolate,eggplant,green tea,melons"
2966,"milk,olive oil"
2967,
2968,"hot dogs,energy drink,light mayo"
2969,energy drink
2970,
2971,frozen smoothie
2972,champagne
2973,"green tea,chocolate,hot dogs"
2974,"grated cheese,spaghetti,eggs,carrots,energy drink,green tea"
2975,"pancakes,toothpaste"
2976,"ketchup,melons"
2977,mint
2978,"olive oil,muffins,spinach,french fries,light mayo,green tea"
2979,"french fries,cottage cheese,yogurt cake"
2980,milk
2981,"whole wheat pasta,mineral water,milk,french wine,salmon,sparkling water"
2982,
2983,"frozen smoothie,brownies"
2984,"muffins,french fries,cottage cheese,light mayo"
2985,
2986,
2987,
2988,"escalope,body spray"
2989,"carrots,green tea,chocolate,mushroom cream sauce"
2990,"frozen vegetables,pancakes,eggs,french fries,frozen smoothie"
2991,"red wine,eggs,french fries"
2992,chocolate
2993,"mineral water,avocado,salmon,chocolate,asparagus"
2994,
2995,frozen smoothie
2996,
2997,cake
2998,"ground beef,mineral water"
2999,"frozen vegetables,whole wheat pasta,mineral water,chocolate,eggs,blueberries,burger sauce,chicken,oatmeal,toothpaste"
3000,"eggs,cake,french fries,green tea"
3001,green tea
3002,"avocado,milk,olive oil,strong cheese,cauliflower"
3003,oil
3004,cookies
3005,"spaghetti,chocolate,eggs"
3006,
3007,"spaghetti,eggplant"
3008,"whole wheat rice,cooking oil,fresh bread"
3009,"mineral water,strong cheese,pancakes"
3010,
3011,"eggs,mushroom cream sauce"
3012,
3013,yogurt cake
3014,spaghetti
3015,"olive oil,frozen smoothie,cookies,hot dogs,brownies"
3016,green tea
3017,cookies
3018,"eggs,french fries"
3019,
3020,
3021,"mineral water,salmon,nonfat milk,magazines,mayonnaise,zucchini,green tea"
3022,yogurt cake
3023,"mineral water,chocolate,chicken,pancakes,green tea"
3024,whole wheat rice
3025,"bacon,eggs,barbecue sauce,frozen smoothie"
3026,frozen smoothie
3027,yogurt cake
3028,"chocolate,shrimp,frozen vegetables,milk,olive oil,pancakes"
3029,"mineral water,french fries,protein bar,hand protein bar,salt,candy bars"
3030,honey
3031,pancakes
3032,"vegetables mix,green grapes,honey,whole wheat rice,french fries,pancakes"
3033,cottage cheese
3034,"grated cheese,salmon,vegetables mix,eggs,french fries,cottage cheese"
3035,"chicken,whole wheat rice,champagne,green tea"
3036,
3037,"spaghetti,meatballs,milk,rice,french fries,brownies,candy bars"
3038,
3039,
3040,"mineral water,milk,almonds,whole wheat rice,cooking oil,clothes accessories,green tea"
3041,"escalope,pasta,mushroom cream sauce"
3042,"whole wheat pasta,olive oil,pancakes,eggs"
3043,
3044,
3045,"brownies,asparagus,cauliflower,green tea"
3046,low fat yogurt
3047,candy bars
3048,"olive oil,salmon,bug spray,rice,extra dark chocolate,french fries,champagne,frozen smoothie"
3049,
3050,body spray
3051,"mineral water,milk,black tea,spinach,rice,green beans,frozen smoothie,sparkling water"
3052,"mineral water,bacon,cake,pet food"
3053,"frozen vegetables,mineral water,eggs,french fries"
3054,
3055,
3056,
3057,"shallot,energy drink,tomato juice"
3058,"frozen vegetables,tomato sauce,spaghetti,mineral water,olive oil,chocolate"
3059,"mineral water,flax seed,eggplant,french fries,white wine"
3060,french fries
3061,french fries
3062,
3063,"whole wheat pasta,avocado,chocolate,tomato juice"
3064,"whole wheat rice,champagne,strawberries"
3065,
3066,green tea
3067,"rice,cookies"
3068,"meatballs,antioxydant juice,green tea"
3069,"milk,salmon,pancakes,honey,cottage cheese"
3070,chicken
3071,"vegetables mix,nonfat milk,hot dogs,cottage cheese,pancakes,yogurt cake"
3072,frozen smoothie
3073,"ground beef,mineral water,soup,milk,vegetables mix,pancakes,honey,blueberries,light cream,rice,chicken,ham,strawberries"
3074,"mineral water,olive oil"
3075,protein bar
3076,"frozen vegetables,spaghetti,soup"
3077,"ground beef,mineral water,milk,eggs,brownies,fresh bread,low fat yogurt"
3078,
3079,low fat yogurt
3080,"cooking oil,low fat yogurt"
3081,
3082,"turkey,red wine,parmesan cheese,spaghetti,mineral water,soup,avocado,milk,black tea,salmon,green tea,cottage cheese,gluten free bar"
3083,pancakes
3084,"shrimp,frozen vegetables,ground beef,spaghetti,carrots"
3085,"clothes accessories,french fries,frozen smoothie,green tea"
3086,green tea
3087,"yams,mineral water,soup,milk,cake"
3088,"herb & pepper,shrimp,tomatoes,cookies,strawberries,green tea"
3089,"tomatoes,mineral water,chocolate,milk,salt"
3090,"red wine,pancakes,protein bar"
3091,whole wheat rice
3092,"pancakes,green tea"
3093,champagne
3094,
3095,"spaghetti,salmon,green beans"
3096,
3097,
3098,ham
3099,mineral water
3100,"butter,cider,rice,pet food,french fries,green tea"
3101,cooking oil
3102,white wine
3103,yogurt cake
3104,light mayo
3105,"spaghetti,mineral water,pancakes"
3106,"black tea,bacon,muffins"
3107,
3108,"frozen smoothie,cookies"
3109,"mineral water,brownies"
3110,"olive oil,salmon,pancakes,eggs"
3111,
3112,"chocolate,green tea"
3113,
3114,cookies
3115,"honey,low fat yogurt"
3116,"avocado,almonds,carrots,napkins"
3117,"meatballs,milk,cake"
3118,"mineral water,cake,hot dogs,cauliflower"
3119,
3120,
3121,mineral water
3122,"salmon,green tea"
3123,"ground beef,mineral water,green tea"
3124,"parmesan cheese,mineral water,cake,clothes accessories,french fries,brownies,energy drink,asparagus,green tea"
3125,"frozen vegetables,whole wheat rice,carrots,french fries,cookies"
3126,
3127,"mineral water,olive oil,oatmeal,french fries,green tea"
3128,"whole wheat rice,escalope,champagne,green tea"
3129,
3130,"pasta,mushroom cream sauce,green tea"
3131,
3132,"tomatoes,pepper,spaghetti,mineral water,avocado,milk"
3133,"soup,milk,gluten free bar,light mayo,low fat yogurt"
3134,
3135,"tomato sauce,spaghetti,mineral water,eggs,blueberries,french fries,green tea"
3136,"eggs,honey"
3137,"mineral water,spinach"
3138,light mayo
3139,milk
3140,melons
3141,cake
3142,
3143,"soda,hot dogs"
3144,cookies
3145,
3146,
3147,"muffins,escalope"
3148,chocolate
3149,
3150,"muffins,green grapes,light mayo"
3151,"butter,chocolate bread,frozen smoothie,green tea"
3152,
3153,"cookies,tomato juice"
3154,
3155,
3156,
3157,"parmesan cheese,almonds,chicken,muffins,hot dogs,brownies,strawberries,fresh bread"
3158,cookies
3159,muffins
3160,"ground beef,mineral water,salmon,pancakes,whole wheat rice,gums,cookies"
3161,
3162,"tomatoes,butter,chicken,cereals,green tea,cottage cheese,pancakes,tomato juice"
3163,
3164,"frozen vegetables,tomatoes,ground beef,olive oil,cake,cereals,antioxydant juice,escalope"
3165,
3166,"chocolate,olive oil,almonds,chicken,corn,energy drink"
3167,"chocolate,soup,salmon,whole wheat rice,tomato juice"
3168,
3169,"burgers,fromage blanc,eggs,pasta"
3170,"champagne,green tea"
3171,
3172,"energy bar,french fries"
3173,"mineral water,cake,green tea"
3174,avocado
3175,"green beans,hot dogs"
3176,"frozen vegetables,tomatoes,ground beef,pancakes,fresh bread,low fat yogurt"
3177,
3178,"cooking oil,asparagus"
3179,"oil,cooking oil,pancakes,light mayo"
3180,"spaghetti,milk,cake,green tea"
3181,"spaghetti,salmon,brownies,body spray"
3182,"milk,flax seed,whole wheat rice,french fries,escalope"
3183,"tomatoes,ground beef,mineral water,milk,light cream,clothes accessories,cookies"
3184,"eggs,cake,burger sauce,barbecue sauce,yogurt cake"
3185,
3186,"mineral water,gums"
3187,"eggs,tomato juice,fresh bread,mayonnaise"
3188,
3189,"burgers,chocolate,light cream,chicken,french fries,pancakes"
3190,
3191,"chicken,bacon,eggs,cooking oil,french fries"
3192,
3193,
